Tid	Kanal A
6.39999984	2.34375000
6.44999984	2.34375000
6.49999984	2.34375000
6.54999983	2.24993800
6.59999983	2.24993800
6.64999983	2.34375000
6.69999983	2.34375000
6.74999983	2.34375000
6.79999983	2.34375000
6.84999983	2.34375000
6.89999983	2.34375000
6.94999982	2.24993800
6.99999982	2.34375000
7.04999982	2.24993800
7.09999982	2.34375000
7.14999982	2.34375000
7.19999982	2.24993800
7.24999982	2.34375000
7.29999982	2.34375000
7.34999981	2.24993800
7.39999981	2.34375000
7.44999981	2.24993800
7.49999981	2.34375000
7.54999981	2.34375000
7.59999981	2.34375000
7.64999981	2.24993800
7.69999981	2.34375000
7.74999980	2.34375000
7.79999980	2.34375000
7.84999980	2.34375000
7.89999980	2.34375000
7.94999980	2.34375000
7.99999980	2.34375000
8.04999980	2.24993800
8.09999980	2.24993800
8.14999979	2.34375000
8.19999979	2.34375000
8.24999979	2.34375000
8.29999979	2.34375000
8.34999979	2.24993800
8.39999979	2.34375000
8.44999979	2.34375000
8.49999979	2.34375000
8.54999978	2.34375000
8.59999978	2.24993800
8.64999978	2.34375000
8.69999978	2.34375000
8.74999978	2.34375000
8.79999978	2.34375000
8.84999978	2.34375000
8.89999978	2.24993800
8.94999977	2.34375000
8.99999977	2.34375000
9.04999977	2.34375000
9.09999977	2.34375000
9.14999977	2.34375000
9.19999977	2.34375000
9.24999977	2.34375000
9.29999977	2.34375000
9.34999976	2.34375000
9.39999976	2.34375000
9.44999976	2.34375000
9.49999976	2.34375000
9.54999976	2.34375000
9.59999976	2.34375000
9.64999976	2.34375000
9.69999975	2.34375000
9.74999975	2.34375000
9.79999975	2.34375000
9.84999975	2.24993800
9.89999975	2.34375000
9.94999975	2.24993800
9.99999975	2.34375000
10.04999975	2.34375000
10.09999974	2.24993800
10.14999974	2.34375000
10.19999974	2.34375000
10.24999974	2.34375000
10.29999974	2.34375000
10.34999974	2.34375000
10.39999974	2.34375000
10.44999974	2.34375000
10.49999973	2.34375000
10.54999973	2.34375000
10.59999973	2.34375000
10.64999973	2.34375000
10.69999973	2.34375000
10.74999973	2.24993800
10.79999973	2.34375000
10.84999973	2.24993800
10.89999972	2.34375000
10.94999972	2.24993800
10.99999972	2.34375000
11.04999972	2.34375000
11.09999972	2.34375000
11.14999972	2.34375000
11.19999972	2.34375000
11.24999972	2.34375000
11.29999971	2.34375000
11.34999971	2.34375000
11.39999971	2.34375000
11.44999971	2.24993800
11.49999971	2.34375000
11.54999971	2.34375000
11.59999971	2.34375000
11.64999971	2.34375000
11.69999970	2.24993800
11.74999970	2.34375000
11.79999970	2.24993800
11.84999970	2.34375000
11.89999970	2.34375000
11.94999970	2.24993800
11.99999970	2.34375000
12.04999970	2.34375000
12.09999969	2.34375000
12.14999969	2.24993800
12.19999969	2.15612700
12.24999969	2.34375000
12.29999969	2.34375000
12.34999969	2.24993800
12.39999969	2.34375000
12.44999969	2.34375000
12.49999968	2.34375000
12.54999968	2.34375000
12.59999968	2.34375000
12.64999968	2.34375000
12.69999968	2.34375000
12.74999968	2.34375000
12.79999968	2.34375000
12.84999968	2.34375000
12.89999967	2.34375000
12.94999967	2.34375000
12.99999967	2.34375000
13.04999967	2.34375000
13.09999967	2.24993800
13.14999967	2.34375000
13.19999967	2.34375000
13.24999967	2.34375000
13.29999966	2.34375000
13.34999966	2.34375000
13.39999966	2.24993800
13.44999966	2.34375000
13.49999966	2.34375000
13.54999966	2.34375000
13.59999966	2.34375000
13.64999966	2.34375000
13.69999965	2.34375000
13.74999965	2.34375000
13.79999965	2.34375000
13.84999965	2.34375000
13.89999965	2.24993800
13.94999965	2.34375000
13.99999965	2.34375000
14.04999965	2.34375000
14.09999964	2.34375000
14.14999964	2.34375000
14.19999964	2.34375000
14.24999964	2.34375000
14.29999964	2.34375000
14.34999964	2.34375000
14.39999964	2.34375000
14.44999963	2.34375000
14.49999963	2.34375000
14.54999963	2.34375000
14.59999963	2.34375000
14.64999963	2.34375000
14.69999963	2.34375000
14.74999963	2.34375000
14.79999963	2.34375000
14.84999962	2.34375000
14.89999962	2.34375000
14.94999962	2.34375000
14.99999962	2.34375000
15.04999962	2.34375000
15.09999962	2.34375000
15.14999962	2.34375000
15.19999962	2.34375000
15.24999961	2.34375000
15.29999961	2.34375000
15.34999961	2.34375000
15.39999961	2.34375000
15.44999961	2.34375000
15.49999961	2.34375000
15.54999961	2.34375000
15.59999961	2.34375000
15.64999960	2.34375000
15.69999960	2.34375000
15.74999960	2.24993800
15.79999960	2.24993800
15.84999960	2.34375000
15.89999960	2.34375000
15.94999960	2.34375000
15.99999960	2.34375000
16.04999959	2.34375000
16.09999959	2.34375000
16.14999959	2.34375000
16.19999959	2.34375000
16.24999959	2.34375000
16.29999959	2.34375000
16.34999959	2.34375000
16.39999959	2.34375000
16.44999958	2.34375000
16.49999958	2.24993800
16.54999958	2.34375000
16.59999958	2.34375000
16.64999958	2.34375000
16.69999958	2.34375000
16.74999958	2.24993800
16.79999958	2.34375000
16.84999957	2.34375000
16.89999957	2.24993800
16.94999957	2.34375000
16.99999957	2.34375000
17.04999957	2.34375000
17.09999957	2.34375000
17.14999957	2.24993800
17.19999957	2.34375000
17.24999956	2.34375000
17.29999956	2.34375000
17.34999956	2.24993800
17.39999956	2.34375000
17.44999956	2.24993800
17.49999956	2.34375000
17.54999956	2.34375000
17.59999956	2.34375000
17.64999955	2.34375000
17.69999955	2.34375000
17.74999955	2.34375000
17.79999955	2.34375000
17.84999955	2.34375000
17.89999955	2.24993800
17.94999955	2.34375000
17.99999955	2.34375000
18.04999954	2.34375000
18.09999954	2.34375000
18.14999954	2.34375000
18.19999954	2.34375000
18.24999954	2.24993800
18.29999954	2.34375000
18.34999954	2.34375000
18.39999954	2.34375000
18.44999953	2.34375000
18.49999953	2.24993800
18.54999953	2.34375000
18.59999953	2.34375000
18.64999953	2.34375000
18.69999953	2.24993800
18.74999953	2.34375000
18.79999953	2.34375000
18.84999952	2.34375000
18.89999952	2.34375000
18.94999952	2.34375000
18.99999952	2.34375000
19.04999952	2.34375000
19.09999952	2.34375000
19.14999952	2.34375000
19.19999951	2.34375000
19.24999951	2.34375000
19.29999951	2.24993800
19.34999951	2.34375000
19.39999951	2.24993800
19.44999951	2.34375000
19.49999951	2.34375000
19.54999951	2.24993800
19.59999950	2.34375000
19.64999950	2.34375000
19.69999950	2.24993800
19.74999950	2.34375000
19.79999950	2.34375000
19.84999950	2.34375000
19.89999950	2.34375000
19.94999950	2.34375000
19.99999949	2.34375000
20.04999949	2.34375000
20.09999949	2.34375000
20.14999949	2.34375000
20.19999949	2.34375000
20.24999949	2.34375000
20.29999949	2.34375000
20.34999949	2.34375000
20.39999948	2.34375000
20.44999948	2.34375000
20.49999948	2.34375000
20.54999948	2.34375000
20.59999948	2.34375000
20.64999948	2.34375000
20.69999948	2.34375000
20.74999948	2.34375000
20.79999947	2.24993800
20.84999947	2.34375000
20.89999947	2.34375000
20.94999947	2.34375000
20.99999947	2.34375000
21.04999947	2.34375000
21.09999947	2.34375000
21.14999947	2.34375000
21.19999946	2.34375000
21.24999946	2.24993800
21.29999946	2.24993800
21.34999946	2.34375000
21.39999946	2.34375000
21.44999946	2.34375000
21.49999946	2.34375000
21.54999946	2.34375000
21.59999945	2.34375000
21.64999945	2.34375000
21.69999945	2.34375000
21.74999945	2.34375000
21.79999945	2.34375000
21.84999945	2.34375000
21.89999945	2.34375000
21.94999945	2.34375000
21.99999944	2.24993800
22.04999944	2.34375000
22.09999944	2.34375000
22.14999944	2.34375000
22.19999944	2.34375000
22.24999944	2.34375000
22.29999944	2.34375000
22.34999944	2.34375000
22.39999943	2.34375000
22.44999943	2.34375000
22.49999943	2.34375000
22.54999943	2.34375000
22.59999943	2.34375000
22.64999943	2.34375000
22.69999943	2.34375000
22.74999943	2.34375000
22.79999942	2.34375000
22.84999942	2.34375000
22.89999942	2.34375000
22.94999942	2.34375000
22.99999942	2.34375000
23.04999942	2.34375000
23.09999942	2.34375000
23.14999942	2.34375000
23.19999941	2.34375000
23.24999941	2.34375000
23.29999941	2.24993800
23.34999941	2.34375000
23.39999941	2.24993800
23.44999941	2.34375000
23.49999941	2.34375000
23.54999941	2.34375000
23.59999940	2.34375000
23.64999940	2.34375000
23.69999940	2.34375000
23.74999940	2.34375000
23.79999940	2.34375000
23.84999940	2.34375000
23.89999940	2.34375000
23.94999939	2.34375000
23.99999939	2.34375000
24.04999939	2.34375000
24.09999939	2.34375000
24.14999939	2.34375000
24.19999939	2.34375000
24.24999939	2.34375000
24.29999939	2.34375000
24.34999938	2.34375000
24.39999938	2.34375000
24.44999938	2.34375000
24.49999938	2.34375000
24.54999938	2.34375000
24.59999938	2.24993800
24.64999938	2.34375000
24.69999938	2.34375000
24.74999937	2.34375000
24.79999937	2.34375000
24.84999937	2.24993800
24.89999937	2.34375000
24.94999937	2.34375000
24.99999937	2.34375000
25.04999937	2.34375000
25.09999937	2.34375000
25.14999936	2.24993800
25.19999936	2.34375000
25.24999936	2.34375000
25.29999936	2.34375000
25.34999936	2.24993800
25.39999936	2.34375000
25.44999936	2.34375000
25.49999936	2.24993800
25.54999935	2.34375000
25.59999935	2.34375000
25.64999935	2.34375000
25.69999935	2.34375000
25.74999935	2.34375000
25.79999935	2.34375000
25.84999935	2.34375000
25.89999935	2.34375000
25.94999934	2.34375000
25.99999934	2.34375000
26.04999934	2.34375000
26.09999934	2.34375000
26.14999934	2.34375000
26.19999934	2.34375000
26.24999934	2.34375000
26.29999934	2.34375000
26.34999933	2.34375000
26.39999933	2.34375000
26.44999933	2.24993800
26.49999933	2.34375000
26.54999933	2.34375000
26.59999933	2.34375000
26.64999933	2.34375000
26.69999933	2.34375000
26.74999932	2.34375000
26.79999932	2.34375000
26.84999932	2.34375000
26.89999932	2.34375000
26.94999932	2.34375000
26.99999932	2.34375000
27.04999932	2.34375000
27.09999932	2.34375000
27.14999931	2.34375000
27.19999931	2.34375000
27.24999931	2.24993800
27.29999931	2.24993800
27.34999931	2.34375000
27.39999931	2.34375000
27.44999931	2.24993800
27.49999931	2.24993800
27.54999930	2.34375000
27.59999930	2.24993800
27.64999930	2.34375000
27.69999930	2.34375000
27.74999930	2.24993800
27.79999930	2.34375000
27.84999930	2.34375000
27.89999930	2.34375000
27.94999929	2.34375000
27.99999929	2.34375000
28.04999929	2.34375000
28.09999929	2.34375000
28.14999929	2.34375000
28.19999929	2.34375000
28.24999929	2.24993800
28.29999929	2.34375000
28.34999928	2.34375000
28.39999928	2.34375000
28.44999928	2.34375000
28.49999928	2.34375000
28.54999928	2.34375000
28.59999928	2.34375000
28.64999928	2.34375000
28.69999927	2.34375000
28.74999927	2.34375000
28.79999927	2.34375000
28.84999927	2.34375000
28.89999927	2.34375000
28.94999927	2.34375000
28.99999927	2.34375000
29.04999927	2.34375000
29.09999926	2.34375000
29.14999926	2.34375000
29.19999926	2.34375000
29.24999926	2.34375000
29.29999926	2.34375000
29.34999926	2.34375000
29.39999926	2.34375000
29.44999926	2.34375000
29.49999925	2.24993800
29.54999925	2.24993800
29.59999925	2.34375000
29.64999925	2.34375000
29.69999925	2.34375000
29.74999925	2.34375000
29.79999925	2.34375000
29.84999925	2.24993800
29.89999924	2.34375000
29.94999924	2.34375000
29.99999924	2.34375000
30.04999924	2.34375000
30.09999924	2.34375000
30.14999924	2.34375000
30.19999924	2.34375000
30.24999924	2.34375000
30.29999923	2.34375000
30.34999923	2.34375000
30.39999923	2.34375000
30.44999923	2.34375000
30.49999923	2.34375000
30.54999923	2.34375000
30.59999923	2.34375000
30.64999923	2.34375000
30.69999922	2.34375000
30.74999922	2.34375000
30.79999922	2.34375000
30.84999922	2.24993800
30.89999922	2.34375000
30.94999922	2.34375000
30.99999922	2.34375000
31.04999922	2.34375000
31.09999921	2.34375000
31.14999921	2.34375000
31.19999921	2.34375000
31.24999921	2.34375000
31.29999921	2.34375000
31.34999921	2.34375000
31.39999921	2.34375000
31.44999921	2.34375000
31.49999920	2.34375000
31.54999920	2.34375000
31.59999920	2.34375000
31.64999920	2.34375000
31.69999920	2.34375000
31.74999920	2.34375000
31.79999920	2.24993800
31.84999920	2.34375000
31.89999919	2.34375000
31.94999919	2.34375000
31.99999919	2.34375000
32.04999919	2.34375000
32.09999919	2.24993800
32.14999919	2.34375000
32.19999919	2.34375000
32.24999919	2.34375000
32.29999918	2.34375000
32.34999918	2.34375000
32.39999918	2.34375000
32.44999918	2.43725400
32.49999918	2.34375000
32.54999918	2.34375000
32.59999918	2.34375000
32.64999918	2.34375000
32.69999917	2.34375000
32.74999917	2.34375000
32.79999917	2.34375000
32.84999917	2.34375000
32.89999917	2.34375000
32.94999917	2.34375000
32.99999917	2.34375000
33.04999917	2.34375000
33.09999916	2.34375000
33.14999916	2.34375000
33.19999916	2.34375000
33.24999916	2.34375000
33.29999916	2.34375000
33.34999916	2.34375000
33.39999916	2.34375000
33.44999915	2.34375000
33.49999915	2.34375000
33.54999915	2.34375000
33.59999915	2.34375000
33.64999915	2.34375000
33.69999915	2.34375000
33.74999915	2.34375000
33.79999915	2.34375000
33.84999914	2.34375000
33.89999914	2.34375000
33.94999914	2.34375000
33.99999914	2.34375000
34.04999914	2.34375000
34.09999914	2.34375000
34.14999914	2.34375000
34.19999914	2.34375000
34.24999913	2.34375000
34.29999913	2.34375000
34.34999913	2.34375000
34.39999913	2.34375000
34.44999913	2.34375000
34.49999913	2.34375000
34.54999913	2.34375000
34.59999913	2.34375000
34.64999912	2.34375000
34.69999912	2.34375000
34.74999912	2.34375000
34.79999912	2.34375000
34.84999912	2.34375000
34.89999912	2.34375000
34.94999912	2.24993800
34.99999912	2.34375000
35.04999911	2.34375000
35.09999911	2.34375000
35.14999911	2.34375000
35.19999911	2.34375000
35.24999911	2.34375000
35.29999911	2.34375000
35.34999911	2.34375000
35.39999911	2.24993800
35.44999910	2.34375000
35.49999910	2.34375000
35.54999910	2.34375000
35.59999910	2.34375000
35.64999910	2.34375000
35.69999910	2.34375000
35.74999910	2.34375000
35.79999910	2.24993800
35.84999909	2.34375000
35.89999909	2.34375000
35.94999909	2.34375000
35.99999909	2.34375000
36.04999909	2.34375000
36.09999909	2.34375000
36.14999909	2.34375000
36.19999909	2.34375000
36.24999908	2.34375000
36.29999908	2.34375000
36.34999908	2.24993800
36.39999908	2.24993800
36.44999908	2.34375000
36.49999908	2.34375000
36.54999908	2.34375000
36.59999908	2.34375000
36.64999907	2.24993800
36.69999907	2.34375000
36.74999907	2.34375000
36.79999907	2.34375000
36.84999907	2.24993800
36.89999907	2.34375000
36.94999907	2.34375000
36.99999907	2.24993800
37.04999906	2.34375000
37.09999906	2.34375000
37.14999906	2.34375000
37.19999906	2.34375000
37.24999906	2.34375000
37.29999906	2.34375000
37.34999906	2.34375000
37.39999906	2.34375000
37.44999905	2.34375000
37.49999905	2.34375000
37.54999905	2.24993800
37.59999905	2.34375000
37.64999905	2.34375000
37.69999905	2.34375000
37.74999905	2.34375000
37.79999905	2.34375000
37.84999904	2.34375000
37.89999904	2.34375000
37.94999904	2.34375000
37.99999904	2.34375000
38.04999904	2.34375000
38.09999904	2.34375000
38.14999904	2.34375000
38.19999903	2.34375000
38.24999903	2.34375000
38.29999903	2.34375000
38.34999903	2.34375000
38.39999903	2.34375000
38.44999903	2.34375000
38.49999903	2.34375000
38.54999903	2.34375000
38.59999902	2.34375000
38.64999902	2.34375000
38.69999902	2.34375000
38.74999902	2.34375000
38.79999902	2.34375000
38.84999902	2.34375000
38.89999902	2.34375000
38.94999902	2.34375000
38.99999901	2.34375000
39.04999901	2.34375000
39.09999901	2.34375000
39.14999901	2.34375000
39.19999901	2.34375000
39.24999901	2.34375000
39.29999901	2.34375000
39.34999901	2.34375000
39.39999900	2.34375000
39.44999900	2.34375000
39.49999900	2.34375000
39.54999900	2.34375000
39.59999900	2.24993800
39.64999900	2.34375000
39.69999900	2.34375000
39.74999900	2.34375000
39.79999899	2.24993800
39.84999899	2.34375000
39.89999899	2.34375000
39.94999899	2.34375000
39.99999899	2.34375000
40.04999899	2.34375000
40.09999899	2.34375000
40.14999899	2.34375000
40.19999898	2.34375000
40.24999898	2.24993800
40.29999898	2.34375000
40.34999898	2.24993800
40.39999898	2.34375000
40.44999898	2.34375000
40.49999898	2.34375000
40.54999898	2.34375000
40.59999897	2.34375000
40.64999897	2.34375000
40.69999897	2.24993800
40.74999897	2.34375000
40.79999897	2.34375000
40.84999897	2.34375000
40.89999897	2.34375000
40.94999897	2.34375000
40.99999896	2.34375000
41.04999896	2.34375000
41.09999896	2.34375000
41.14999896	2.34375000
41.19999896	2.34375000
41.24999896	2.34375000
41.29999896	2.34375000
41.34999896	2.34375000
41.39999895	2.34375000
41.44999895	2.34375000
41.49999895	2.34375000
41.54999895	2.34375000
41.59999895	2.24993800
41.64999895	2.34375000
41.69999895	2.34375000
41.74999895	2.34375000
41.79999894	2.24993800
41.84999894	2.34375000
41.89999894	2.34375000
41.94999894	2.24993800
41.99999894	2.34375000
42.04999894	2.24993800
42.09999894	2.34375000
42.14999894	2.24993800
42.19999893	2.34375000
42.24999893	2.24993800
42.29999893	2.34375000
42.34999893	2.34375000
42.39999893	2.43725400
42.44999893	2.24993800
42.49999893	2.24993800
42.54999893	2.24993800
42.59999892	2.34375000
42.64999892	2.34375000
42.69999892	2.34375000
42.74999892	2.34375000
42.79999892	2.34375000
42.84999892	2.34375000
42.89999892	2.34375000
42.94999891	2.34375000
42.99999891	2.34375000
43.04999891	2.34375000
43.09999891	2.34375000
43.14999891	2.34375000
43.19999891	2.34375000
43.24999891	2.34375000
43.29999891	2.24993800
43.34999890	2.34375000
43.39999890	2.34375000
43.44999890	2.34375000
43.49999890	2.34375000
43.54999890	2.34375000
43.59999890	2.34375000
43.64999890	2.34375000
43.69999890	2.34375000
43.74999889	2.34375000
43.79999889	2.34375000
43.84999889	2.34375000
43.89999889	2.34375000
43.94999889	2.34375000
43.99999889	2.34375000
44.04999889	2.34375000
44.09999889	2.34375000
44.14999888	2.24993800
44.19999888	2.34375000
44.24999888	2.34375000
44.29999888	2.34375000
44.34999888	2.34375000
44.39999888	2.34375000
44.44999888	2.34375000
44.49999888	2.34375000
44.54999887	2.34375000
44.59999887	2.34375000
44.64999887	2.34375000
44.69999887	2.34375000
44.74999887	2.34375000
44.79999887	2.34375000
44.84999887	2.34375000
44.89999887	2.34375000
44.94999886	2.34375000
44.99999886	2.34375000
45.04999886	2.34375000
45.09999886	2.34375000
45.14999886	2.34375000
45.19999886	2.34375000
45.24999886	2.34375000
45.29999886	2.34375000
45.34999885	2.34375000
45.39999885	2.34375000
45.44999885	2.34375000
45.49999885	2.34375000
45.54999885	2.24993800
45.59999885	2.34375000
45.64999885	2.34375000
45.69999885	2.34375000
45.74999884	2.34375000
45.79999884	2.34375000
45.84999884	2.34375000
45.89999884	2.34375000
45.94999884	2.34375000
45.99999884	2.34375000
46.04999884	2.34375000
46.09999884	2.34375000
46.14999883	2.34375000
46.19999883	2.34375000
46.24999883	2.34375000
46.29999883	2.34375000
46.34999883	2.34375000
46.39999883	2.34375000
46.44999883	2.34375000
46.49999883	2.34375000
46.54999882	2.34375000
46.59999882	2.34375000
46.64999882	2.34375000
46.69999882	2.34375000
46.74999882	2.34375000
46.79999882	2.34375000
46.84999882	2.34375000
46.89999882	2.34375000
46.94999881	2.34375000
46.99999881	2.24993800
47.04999881	2.34375000
47.09999881	2.34375000
47.14999881	2.34375000
47.19999881	2.34375000
47.24999881	2.34375000
47.29999881	2.34375000
47.34999880	2.34375000
47.39999880	2.34375000
47.44999880	2.34375000
47.49999880	2.24993800
47.54999880	2.34375000
47.59999880	2.34375000
47.64999880	2.34375000
47.69999879	2.34375000
47.74999879	2.34375000
47.79999879	2.34375000
47.84999879	2.34375000
47.89999879	2.34375000
47.94999879	2.34375000
47.99999879	2.34375000
48.04999879	2.34375000
48.09999878	2.34375000
48.14999878	2.34375000
48.19999878	2.34375000
48.24999878	2.34375000
48.29999878	2.34375000
48.34999878	2.34375000
48.39999878	2.34375000
48.44999878	2.34375000
48.49999877	2.34375000
48.54999877	2.34375000
48.59999877	2.34375000
48.64999877	2.34375000
48.69999877	2.34375000
48.74999877	2.34375000
48.79999877	2.34375000
48.84999877	2.24993800
48.89999876	2.34375000
48.94999876	2.24993800
48.99999876	2.34375000
49.04999876	2.34375000
49.09999876	2.24993800
49.14999876	2.34375000
49.19999876	2.34375000
49.24999876	2.34375000
49.29999875	2.34375000
49.34999875	2.34375000
49.39999875	2.34375000
49.44999875	2.34375000
49.49999875	2.34375000
49.54999875	2.34375000
49.59999875	2.34375000
49.64999875	2.34375000
49.69999874	2.34375000
49.74999874	2.34375000
49.79999874	2.34375000
49.84999874	2.34375000
49.89999874	2.34375000
49.94999874	2.34375000
49.99999874	2.34375000
50.04999874	2.34375000
50.09999873	2.24993800
50.14999873	2.34375000
